cisGene.Symbol,transGene.Symbol
N4BP2,NCEH1
HLA-A,HLA-C
08-Mar,FAM200A
BTN2A2,ATXN1
NEK11,CCDC191;KIAA1407
CCDC181,S100A10
C2orf54,ABCC8
ZNF257,CACNA1C
LINC00323,RP13-143G15.4
EHD4,TAF1B
ODF2,STAC
COPRS,UGT2A3
EIF2A,
SARDH,DDX39B-AS1
GFM1,PPP1R11
ACYP2,FZD1
TTC3-AS1,RAMP3
MRE11A,FEV
FAM3B,SLC38A9
ALDH8A1,PSMA1
NOL6,ENO1-AS1
ST3GAL3,AC094019.4
LY75,MDP1
FRA10AC1,IGHM
GGH,GPR137C
AHNAK2,CXCL14
TMEM80,SMIM8
GOLGA6L4,CTD-2528L19.6
PSMG3-AS1,MST1L
CHRM4,CIAPIN1P
CD5,CSF2RA
STARD3NL,CTC-510F12.6
TPSD1,MATN2
PLCH2,MGMT
AF131215.2,PIH1D2
RBM44,
RP11-152N13.16,OR1Q1
LRRC57,KLHL30
GLIPR1L2,
RP11-773H22.1;STK25P1,GAD1
MMRN1,SPARC
ASAH2B,ACOT9
NUDT14,SAR1B
INCENP,DTD2
SEC14L6,ARGLU1
AP4M1,DHRS4L2
TMTC4,RBBP8NL
NTNG1,BCL2L1
SENP5,FEM1C
NME6,RAB11FIP4
RP11-69E11.4,GPR35
SAP25,KIF21A
PGA3,ZMYM4
CTD-2005D20.1,NABP2
DEF8,
CCDC64B,ATRNL1
ANKRD9,TEAD2
TMEM133,GMFB
IRF5,TUB
CCDC125,AGPS
CD36,KLHL4
E2F8,ZNF326
RNF5,AFMID
ST3GAL6-AS1,C2orf88
EPDR1,AHNAK
AC010642.1,ZNF879
EPHX2,MED21
ZNF175,CDC37
RPSA,RPSAP19
AGAP8,AGAP4
RPS28,AC018738.2
FAM106A,USP32P1
KRT17P2,USP32P1
KRT16P4,USP32P1
RPL13,RPL13P12
DHFR,DHFRP1
CLEC18C,CLEC18B
PDXDC2P,NPIPB15
EIF3F,EIF3FP3
RPS2,RPS2P5
ROCK1P1,ROCK1
COX20,COX20P1
CLEC18A,CLEC18B
RP11-64C12.4,
PSPH,CHCHD2P9
RPS2,RPS2P46
AGER,RNF5P1
ZNF285B,
ZNF180,
KRT16P4,KRT16P2
ANKRD62,RP11-856M7.6
CTD-2303H24.2,KRT16P2
KRT16P1,KRT16P2
FAM106A,KRT16P2
HNRNPU-AS1,COX20P1
CTD-2303H24.2,KRT17P1
KRT16P1,KRT17P1
FAM106A,KRT17P1
PLEKHM1,LRRC37A17P
LRRC37A4P,LRRC37A17P
RP1-92O14.3,CDC20P1
LGALS9C,KRT17P1
CTD-2303H24.2,RP11-219A15.4
KRT16P1,RP11-219A15.4
FAM106A,RP11-219A15.4
AGAP7,AGAP4
LGALS9C,RP11-219A15.4
CTD-2303H24.2,AC022596.6;KRT16P6
FAM106A,AC022596.6;KRT16P6
USP32P2,AC022596.6;KRT16P6
RPSA,RPSAP15
LRRC37A4P,
H3F3A,H3F3AP4
MAPT-AS1,
KRT16P4,AC022596.6;KRT16P6
KRT16P4,RP11-219A15.4
RP11-497H16.4,
KRT17P2,AC022596.6;KRT16P6
RP11-958N24.2,PKD1P5
RPS18,
LRRC37A17P,
RP11-958N24.2,NPIPA8
KRT17P2,RP11-219A15.4
NOS2P2,AC022596.6;KRT16P6
RALGAPA1,RALGAPA1P
CLEC18C,NPIPB15
VDAC2,
RP11-798G7.5,
AC138969.4,PKD1P5
PKD1P1,PKD1P5
COG4,NPIPB15
ANAPC1P1,PLGLA
RP11-958N24.2,
ZNF322,ZNF322P1
AMT,GPX1P1
AC138969.4,NPIPA8
PKD1P1,NPIPA8
RPS23,RPS23P8
RP11-527H14.4,ANKRD30BP1
TPI1P3,HMGB1
RP11-274B21.1,CICP13
AC015818.3;KRT17P7,AC022596.2;KRT17P4
CRHR1-IT1,AC005562.1
OCLN,RP11-195E2.1
DAGLB,RAC1P2
TNRC18P3,TNRC18P2
WNK1,SON
PYROXD1,RP11-819M15.1
ZSCAN5A,KRTAP29-1
BNC2,PARK7
LRRC37A4P,LRRC37A3
PRR13,CTC-471F3.4;PRR13P5
LRRC37A17P,AC005562.1
RP11-382B18.3,CHRNA7
GTF2H2C,RP11-195E2.4
AGAP9,RP11-144G6.12
FAM35DP,RP11-144G6.12
AC138969.4,
PKD1P1,
LDHAL6A,LDHAP4
RP11-293E1.1,LRRC37A3
POTED,POTEC
NOMO3,PKD1P5
CTD-2611K5.5;GOLGA8VP,STK33
AC125232.1,PLGLA
RP11-932O9.7,CHRFAM7A
NOMO3,NPIPA8
RP11-707O23.5,LRRC37A3
RP11-497H16.4,RP11-974F13.5
GOLGA8R,CHRNA7
ULK4,RP11-314A5.3
OCLN,RP11-195E2.4
LRRC37A17P,LRRC37A3
OTUD3,FAM131A
C1orf54,PWWP2B
MYNN,RP11-73O6.3
RP11-313J2.1,SLC9B1P4
LYPD4,RP11-152N13.5
DHX35,PRRT4
CFLAR,CDC42SE1
RPLP0,RPLP0P6
RPLP0P2,HMGB1
RP11-195E2.1,OCLN
RP11-195E2.4,OCLN
UGT2B15,MTERF2;MTERFD3
AC093838.4,CCDC74B
CTD-3064H18.1;ZNF793-AS1,TMEM134
GOLGA8K,CHRFAM7A
GTF2H2C,GTF2H2
DND1P1,AC005562.1
COPG1,SH2B1
ANO1,SND1
RPS26P8,AC005562.1
PDXDC2P,CLEC18B
OR7E104P,PNN
UPF3A,UPF3AP1
PLEKHM1,LRRC37A3
FHL3,MELK
RP11-480A16.1,RP11-496H1.2
CLIC5,PPIL3
NIF3L1,CDC42SE1
AC073094.4,SIDT2
SGK223,AF131215.2
CCDC125,NCAPD2
SMYD4,
AGAP9,AGAP10;AGAP9
FAM35DP,AGAP10;AGAP9
ADCY2,RP11-627K11.1
ZNF740,TRIM53AP
RPS3A,SHISA7
OVGP1,RP11-187E13.1
ZNF607,TMEM134
LRRC37A4P,PGBD4
ALDH1L1-AS2,AC073333.8
BMS1P6,RP11-144G6.12
AP001630.5,POLH
AC144833.1,BARHL1
RP11-415J8.5,IGHMBP2
SHE,HTATIP2
CPPED1,
SP7,CDRT15P2
RP11-434I12.4,RECK
TM4SF19-AS1,CDH26
ABCA13,VAMP4
RPL12,RPL12P16
RP11-368I23.3,TRAF1
ULK3,LINC00378
AF131215.9,FAM85B
TRIM31,HLA-C
C6orf10,MRPL45
RP11-753A21.2,TCEA1P1
MKNK1-AS1,
CHRFAM7A,GOLGA8K
AC009411.1,SMKR1
CEP164,FBRS
UTP6,RPL13AP25
AKT2,COQ10B
C1orf105,ZNF814
NOMO3,
MAPT,PGBD4
AC009134.1,EHD1
RP11-23J9.3,TEX40
FAM101B,
RPS3A,RPS3AP6
CD2BP2,EFCAB2
GOLGA6L2,PBXIP1
COPG1,COPB2
RP11-431K24.1,RP11-736K20.6
HES2,RP11-455G16.1
RP11-158M2.5,RP11-383F6.1
RP11-497H16.6,GUSBP3
GTF2H2,GUSBP3
GTF2H2B,GUSBP3
RP11-497H16.2,GUSBP3
ANKRD26P4,RP11-108K3.2
LRRC37A5P,RNF41
INO80C,RXRG
REXO4,HBM
USP32P1,KRT16P4
MSH6,RP11-187E13.1
NOVA1,CORIN
RP11-468I15.1,AC005324.6
STK16,CTD-2330K9.2
IFI27L2,DBN1
RP11-887P2.3,ENAH
RP11-384K6.2,CTD-2287O16.1
VN1R51P,CLIC1P1
RP11-109M19.4,REPS1
PGPEP1,GAPDHP14
KLRD1,ZNF208
LINC00208,FAM85B
PDCD6,
DNAH17,CCR12P
NPAS2,RNU1-106P
AC016738.4,RNU1-106P
RP11-54C4.1;RPLP1P6,
RAB5A,
GCN1;GCN1L1,RPLP0P6
RP11-490H24.5,LINC00472
IL27,CLCN4
RP11-23J9.3,RP11-783K16.10
SULT6B1,VMAC
RP11-497H16.6,OCLN
GTF2H2,OCLN
RP11-497H16.2,OCLN
C16orf96,CCDC136
CTD-2116N20.1,SMCR2
PDXDC2P,MGAT4B
RSAD1,DARS
LRRC37A3,
DENND3,MYOM1
GSTA3,AHCYL1
RP11-362K14.5,PPP1R1B
MEIOB,RBM5
OR8B10P,CTXN1
PTPN20;PTPN20A,PTPN20B
KCNK6,GALNT12
CDIPT-AS1,DDX3Y
RPS26P8,PGBD4
SH3D19,NOVA1-AS1
CCNG1,RP11-442H21.2
ANKRD7,AC026150.5
LRRC37A5P,RPL3L
FAM103A1,FAM103A2P
IMMP2L,RFX7
BMPR1A,ROS1
TYW3,KRT18P32
CSGALNACT1,RNF126
KANK3,AC018738.2
RP11-379J13.2,
RP11-1277A3.2,APOOP5
RP11-768G7.2,CTD-2281E23.2
TMOD3,IFITM1
CTD-2651B20.3,LINC01057
TCF19,CTC-490G23.4
COX7B2,AC064871.3
MMP24,
TMEM95,RNF41
SLC25A26,NRBP1
POMGNT2,ADGRL1;LPHN1
AC093323.3,ERBB2
OCLN,GTF2H2
CTC-228N24.1;LINC01183,SUV420H1
LINC00635,RALGAPA1
ANO1,COPB2
CYP21A2,RNF5P1
RP5-901A4.1,PRRX2
MMP24-AS1,
RP11-671M22.6;UBE2Q2P11,RP13-996F3.3
LINC00499,NCAPG2
LZIC,KRT8P12
NAP1L4P1,SCN8A
ARHGAP44,GJA10
AC021593.1,U1
CTD-2525I3.2,AC010296.1
GRIK5,DDX26B-AS1
ZNF385D-AS1,AC007461.1
MCM7,CTD-2623N2.11
PSTPIP1,MAN2B1
PMM1,DNASE2
ZFP41,CTD-2547L16.3
RP11-19P22.8,AP006621.1
SPAG1,RPL5P25
ZNF607,BTC
KRT17P2,SRP68P1
RP11-138P22.1,OTOG
TMEM216,JMJD8
NEO1,WTIP
POLR2D,MRPL24
AC006011.4,MRPL24
SYCP2L,CHODL
AC007795.1,SMPD2
CLDND2,
RP11-1198D22.3,OCLN
AP4B1,RPL14
MAP1LC3B,RP1-317E23.3
RP11-923I11.4,DAB2IP
ISOC1,REEP2
RP11-247A12.7,RP11-120M18.2
PMFBP1,ZNF681
FAM205C;FAM205CP,SPRR2A
SMG9,SAFB
SOX30,RABL3
B3GALTL;B3GLCT,CCDC68
C1QTNF7,SEC23A
GTSF1,TMEM53
C5orf52,AARSD1
ADGRG3;GPR97,TNIP2
GGCT,SGOL2
ZNF346,CDC42SE1
PPP1R36,CASP1
ABHD2,MFHAS1
XKR7,AC068039.4
ZDHHC1,RP11-567M16.1
SAV1,RPS5
LINC01607;RP11-27N21.3,ATP11AUN
SDHD,OR7E14P
DUS3L,ANKRD53
DUOX2,UNGP3
RP11-406O16.1,WDR54
CYB5B,RP11-507M3.1
FEZ1,C14orf93
LIN52,
IFITM2,RP5-1180E21.4
NUCKS1,RLIMP1
TTYH2,DKK3
NOL6,KDM5A
BRD7P2,NEK2P4
C4orf21;ZGRF1,MIR3663HG;RP11-501J20.2
RP11-480I12.7,IAH1
RP11-480I12.9,IAH1
CWF19L2,C2CD4C
ATXN3,LINC01398;RP5-1109J22.2
FUNDC2P2,GALNT13
MFN1,
TTLL9,Z83851.4
CICP14,CICP13
SYNGR3,RP11-364L4.1
RP11-473E2.2,
GRK6P1,IGHG3
EFCAB9,RP11-307O10.1
ZNF713,RP11-367B6.2
NME8,NR4A3
RP4-735C1.4,PNPLA1
CLEC16A,APOBEC3C
C4orf47,KATNB1
POLI,
ACSM5,SDHA
CTD-2516F10.2,SYT13
RP11-69H14.6,TFAM
ANKRD20A10P,MCF2L
FHL3,TCTEX1D2
RP11-433J20.2,CHRDL2
AC024560.3,USP12
CRHR1-IT1,PGBD4
LINC00263;OLMALINC,DHRS4-AS1
RP11-864G5.3,RP11-400L8.2
HOXD8,ARFGAP1
CHPT1,EDN1
CAMKMT,GNPDA1
RP11-179B2.2,CCDC86
AC022596.6;KRT16P6,KRT16P4
ZDHHC1,SKOR2
PRKCA-AS1;RP11-4F22.2,CCL8
RP11-243J16.7,SORCS3-AS1
C16orf97,AC004869.2
ARHGAP44,
GPANK1,JAKMIP2
PDGFRL,NDFIP2-AS1
RP11-316E14.6,LINC00427
GCLC,TMEM161A
RP11-174G17.2,SCN4B
RP11-124B13.1,
RPL12,RPL12P4
AC069213.1;MUC20P1,CCDC182
ZSCAN5A,
RPL7L1,KPNA4
ESD,FBXW11
AF129075.5,GGA2
MYO5A,MS4A18
SLCO5A1,C2orf54
AC016738.3,RNU1-106P
RP11-428P16.2,
RP11-848G14.5,RP11-497H16.2
GOLGA5,PPP1R26-AS1
SNX22,AC073464.11
NPIPB4,MDH1
OR8B10P,FER
OCLN,RP11-136K7.2
CTB-134H23.2,METTL25
FXNP2;RP11-474P12.3,ABRACL
GLT6D1,VGLL4
C9orf84,SMO
LINC00263;OLMALINC,DHRS4-AS1
TNRC18P3,AC034220.3
C2orf69P2;RP11-80F22.6,ATP5O
DLST,AGGF1P4
AC092839.1;RPL23AP32,
KMO,
NT5E,NODAL
TPI1P3,PDCD2
AC007308.7,POU5F1B
CCDC124,MRPL24
GJA5,TAGLN
DFFA,RPL14P1
ADK,RP11-218M11.1
VAV1,C22orf42
NTRK3-AS1,RP1-92O14.3
SLC5A8,OR5S1P
ZNF320,
LILRA2,
RP11-432J22.2,MGAT1
RP11-141C7.4,EXOSC3
RP11-315I20.1,NBPF20;NBPF8
GIMAP5,TRIM28
ACTR8,C1orf50
RP11-426C22.6,SMIM6
PYY,PLCH1
PEBP1P1,AL450992.2
CTC-459F4.3,RP11-219B4.3
RP3-359N14.2,
MYOC,TMEM14C
HELQ,
RP1-30M3.5,SEC24B
RDH8,KLC3
CLEC2D,SCNN1B
AP1S1,OR2AI1P
AGBL1-AS1,CEACAM19
FARS2,RP11-54O7.14
PDILT,ADGRB3;BAI3
DAP3,HMGB1P5
TBC1D29,LPA
GFER,RPS2P5
RP11-550I24.2,OR14L1P
LRRC20,GABRA6
hsa-mir-1199,
RP5-1092A3.5,
ZNF141,IRGQ
RP1-140J1.1,CSTB
MIIP,TRIM41
PRKD2,CLOCK
CTB-134H23.2,
NEXN-AS1,NDUFA1
KIF1C,C3orf14
RP11-252K23.2,DNAAF1
TRBV5-3,SYNM
PRSS23,KRT18P38
CTC-492K19.4,ZFAT-AS1
SMIM14,RP11-295G24.4
RP11-650K20.2,FNDC3A
RGS12,KRT8P12
RPL9P25,AL133458.1
RP11-944C7.1,RP11-433J20.2
AC118278.1,KLF17P2
FAM150B,HOXB-AS4
RP11-420K14.2,KLHL6-AS1
FAM13C,RP11-770G2.5
AC091814.2,EFCAB13
THOC1,
RP11-657O9.1,PTPRCAP
AC005518.2,FAM205B;FAM205BP
AC027228.1,PSMA8
RP11-379F4.8,MAP2K4P1
SNAPC5,
ZNF441,
DAP3,GALNS
C6orf10,CTC-459F4.1
LEAP2,EEF1DP8
RP1-273G13.3,C10orf11
DNM1P47,BOLL
TMX4,RP11-394A14.4
CTD-3222D19.5,HMGB1
RP11-47I22.3,DVL1
FXR2,
C10orf54,CTSC
CCNG1,DDIT4
NOTCH4,CENPL
NMUR1,ETFA
ELOVL4,ZDBF2
ACTR5,
RP11-98D18.9,FAM193A
SEC14L4,RP11-544I20.2
GPR1,FGF10
PLIN1,MYH1
CCNE2,POLE
HSD17B12,
SLC9B1,PARN
AC102953.4,S100A7A
DPEP1,RP11-317N12.1
IFT88,
ZNF214,SEC14L1P1
RP1-288L1.5,NPM1P27
COG7,FERMT1
PKIB,RP4-533D7.5
RPLP0P2,XRCC3
CDCP1,HMGN1P26
CPSF3,RP11-259G18.2
THNSL1,IL2RG
NAT8,HMGN2P15
ARHGAP11B,CHRNA7
COPB1,ID1
TPTE2P3,PAXIP1
SLC5A6,USB1
CDH16,KPNB1
RP11-2O17.2,LCP2
RP11-719K4.3,MINA
AC141586.5,HTT
DOK6,SRD5A2
NRM,LINC01427;RP5-828K20.2
DDX54,
RASA3,C17orf72;PRR29
DTD2,CTB-191K22.6
RP11-960B9.2,ATP8A2
LGI2,SNAI1P1
MRPL33,AC104781.1
PGM5,MTPAP
RP11-15B17.1,USP42
FAM109A,PLOD2
RBM26-AS1,CTC-507E2.2
PHLDB3,HN1
LTB4R,PLXDC1
RP11-382B18.3,
SDR16C5,SERPINA1
PRDM15,SLC38A2
IL1RAP,
SP140L,CSPG4P12
RP11-497H16.6,CDH12P2
GTF2H2,CDH12P2
GTF2H2B,CDH12P2
RP11-497H16.2,CDH12P2
EFCAB9,ATP5F1P7
NPM2,ZAN
DHDH,
ZFP28,USP7
MRE11A,
RP11-301O19.1,
MEN1,P2RX2
DNAJC12,RP11-640M9.2
WNT3,PLEKHM1
TNIP2,CCDC129
NOVA2,RN7SL320P
AC114783.1,ASNSD1
RP11-589F5.4,RP11-98J23.2
NAIP,RP11-98J23.2
SEPT7P8,PNRC2
THAP7-AS1,HERC2P7
CNNM2,ARPC1A
SLFNL1,DCAF10
CCDC155,
EFCAB13,GABRB3
RP5-828H9.1,RP11-367J11.2
DYNLL1,RPLP0P6
FUNDC2P2,RP11-74C13.3
RP11-403F21.3;TCEA1P3,LMF2
AP000459.4,INHBB
RND2,DEFB125
MRVI1-AS1,C3orf18
TGFA,SLC17A8
TTC3,NRSN2-AS1
MIA,KDELC1
BZRAP1-AS1,PCMT1
PRND,IFNGR2
HIST2H2BA,NBPF14
NFYA,PCK2
PUS7L,FAM110A
PTPRCAP,
CYP4A22-AS1,TRIM54
DNAJA3,TRPM4
FAM183A,CSRP2BP
AC005523.2,ZNF84
FEM1A,ZNF84
CUL3,CT64;LINC01192
RP11-141C7.3,HIST1H1PS1
TDRD1,GBA2
CCDC148,CTD-2574D22.4
ZNF285B,ATP1B1P1
GPX3,TMEM246
RP11-474B12.1,ZNF234
AP001029.1,CEP120
RP11-634B7.4,ANKRD20A10P
RP11-219A15.4,KRT16P4
SAMD5,DHRS3
PFKL,ACVR2B
STXBP1,PACSIN2
LA16c-390E6.5,PROL1
SYPL2,PTCHD3P1;SVIL-AS1
CTD-2210P24.6,RSL1D1
COPG1,KAT6A
RP11-397E7.1,RPL5P14
TMEM247,CTC-273B12.5
ALDH16A1,RP11-245J24.1
SESTD1,HMGB1P5
RP11-113D6.10,PROK2
NSUN7,ZNF783
CDC25B,RP11-59N23.3
PMS2P2,RP11-384K6.6
AC005008.2,MAGED1
AC123768.4,ZNF287
MACC1,
AC093627.10,
PI4KA,HDAC5
ADCY10P1,LINC00982
BMPR1A,RP11-274H2.2
TALDO1,RP11-309G3.3
FXN,TMEM230
RP11-1415C14.4,GTF2H2
POLM,TFPI2
AC002115.5,
IFITM2,
SYCE1,PEPD
MYL6,CTC-450M9.1
PKD1L3,
PSAT1,
LINC00445,SENP2
PKDCC,
RPAIN,CCDC166
RNF170,IGFALS
RP11-580I1.2,HPGDS
SERTAD3,ATP1A3
RP11-502N13.2,SNORD116-20
TULP2,GPATCH1
ADSSL1,SUGT1P2
TDRD9,ARCN1
VPS13A-AS1,
LAMTOR5-AS1,TSPYL2
NPM2,LL09NC01-251B2.3
SIGLECL1,RP11-83N9.5
CDC7,DHTKD1
EFHD1,TPGS2
THNSL2,LINC00263;OLMALINC
MRPL37,SVEP1
TPM1,
RP11-574M7.1,CTD-2246P4.1
EFCAB9,C6orf195;LINC01600
EPB41L1,ACE
RP11-497H16.4,CDH12P2
CHFR,
EDEM2,AC126365.1
ZNF493,SF3A2
RP11-168A11.4,RP11-507K2.3
IGLL3P,BNIP3P26;CTD-2561J22.6
RP11-672A2.6,HADHAP1
MYO7A,NCOA4
RP11-774D14.1,RP11-342K6.2
TTC38,CALN1
DND1P1,TTLL11
LUZP1,PANK4
CCDC58,SLC35G3
RP11-168O16.2,ALKBH6
TXNRD2,THSD1
VPS37D,
ST7,
CSGALNACT2,ANKRD45
RPS6P21,SERTAD4
AP001468.58,SUN1
ZNF415,PPA1
RP11-95I16.4,SEMA4C
CTB-171A8.1,AATF
TRBV7-3,RBBP9
RP11-235E17.6,GTPBP8
CTAGE8,PRDM9
MAPK9,SLC30A2
CCZ1B,NUDT5
NSF,EPN1
ENC1,EVPL
NSA2,
RNF2,TTPAL
CARF,POLR1D
MOK,RP11-55K13.1
BRIX1,FBXO28
JMJD1C-AS1,CEP135
OBP2A,ZNF175
AC083799.1,CIR1
ATP5G1P1,CAMKK1
BORA,AMIGO2
TIMELESS,ALDH1L1-AS2
MICD,RP11-780K2.1
ARMC3,SLC5A4
KLRG2,CTD-2008P7.9
DEAF1,AC145676.2
RP11-529E10.6,MT1G
RP11-634B7.4,SNX6
TSNAX,C5orf15
GGTLC2,
SERHL,EXOSC5
YTHDC2,UBE3B
LINC00437,PSMG1
CCDC162P,LHB
PIFO,
MTMR6,MNT
MCCC2,MVP
SNAPC1,PACS1
RP11-618G20.1,PACS1
CD300LD,
LINC00208,FAM86B3P
OR8G3P,RP11-14O19.1
AC024704.2,
AKNAD1,SAMD3
PGGT1BP2,
PLAC9,RBMXP2
ZNF443,RP11-864N7.2
GUSBP3,GTF2H2
MYBPHL,FBLN1
BAHD1,YKT6
RP11-64K12.8,YKT6
ATP13A1,SPTBN5
SPATA42,SAMD3
CREG1,AP003026.1
TRIM23,RP11-259K5.1
TM2D1,RP11-303E16.2
RP11-313C15.1,
POMT2,TIMP4
ADGRF4;GPR115,RP11-445N18.5
C5orf48;TEX43,
CLEC1B,PLEKHA5
SLC16A4,SBDSP1
HHLA3,ATG10
CCNT2,IL6
DNAJA2,ZNF687
ENPP7P12,CTD-3185P2.2
CPOX,AC017076.5;NRIR
STYXL1,HLF
PCID2,KIZ-AS1
RPS2,ICE1;KIAA0947
RP11-80F22.15,RP11-474B12.1
NEK10,ITGA7
TP53TG3D,BMS1P8
DDX60L,C12orf57
BAG6,
SLC7A2,KIF25-AS1
ISOC1,TMSB4XP6
GRPEL2,RP11-109L13.5
RP11-403F21.3;TCEA1P3,
BMP8B,OPN3
SYCE3,LOXL1-AS1
ANKRD13C,CTD-2561J22.2
WAC-AS1,CTC-365E16.1
RMI2,AGO4
OR8G5,RP11-14O19.1
GOLGA6L5;GOLGA6L5P,RP13-996F3.5
STRBP,RPGRIP1L
LINC01398;RP5-1109J22.2,TRAPPC9
SLC1A6,PPT1
ADK,RP11-513D5.5
CTD-2313F11.1,RGS13
RP11-115C21.2,RP11-121A14.3
GPIHBP1,HSP90AA1
RP11-258F1.1,RP11-554A11.9
WWP2,BATF3
RP11-136K7.2,CDH12P2
KIF5B,SOD2
LINC01135;RP4-794H19.2,DCBLD1
DPF2,IL3
SEC23A,ANKRD11
LRRK1,TSC22D3
CPSF3,MAPT
MTRF1,RP1-45I4.3
NT5C3A,IGLV3-19
ATP5G1P1,SATB2-AS1
HNRNPA1P30,ZGPAT
FZD8,SLC35D2
CDH23-AS1,
C19orf53,NOS1
RP11-398M15.1,EPHA4
XRCC6P1,SERTAD1
LINC01069,
CLCN7,
MRPS33,WBSCR28
RABGGTA,NCF1B
AL080274.1,GPR135
ULK2,RP11-169K16.8
LINC00208,RP11-115J16.2
PCDHB2,SNHG17
ATP6V0E1,ECD
RP11-510J16.5,CCR7
TIMM21,
RP11-481A20.11,ZNF645
SERTAD3,HSP90AB2P
AC139100.2;PARD6G-AS1,ANGPT1
C5orf66-AS2;CTC-349C3.2,RP13-895J2.7
RP11-572C21.1,CD300LD
REEP3,KIAA1279;KIF1BP
RP11-64C12.3,RP11-856M7.6
FAM83E,IP6K3
MASTL,XRCC3
RP11-412D9.4,LIFR-AS1
PPA2,AC021016.7
VEZT,RPS27
ANXA8L1,GAPDHP15
RP11-566E18.3,MYH1
BRIX1,SAMD3
CYP21A2,CD38
PAG1,TRIB1
CAMKMT,TRIM13
H2AFV,IL17F
RP11-390B4.5;STAM-AS1,PGM5P1
RP11-384K6.2,TMEM190
LINC00964,PATE3
LIFR,DYNC1LI1
C1orf229,CPHL1P
LINC01254;RP11-243E13.1,
PKD2L2,MTIF3
CTD-3224I3.3,AGGF1P5;RP11-80F22.1
DNAJC1,ZNF573
LY75,RP1-283E3.8
HLA-C,TRIM40
CTC-551A13.1,TAPBPL
GPT2,RPS6KL1
AC087380.14;OLFM5P,AC007899.3
ZNF492,RP11-624L4.2
FAM86EP,CTC-338M12.4
RP11-293E1.1,EPN1
OCLN,RP11-1198D22.3
MTND6P5,BARD1
HCCAT3;ZNF350-AS1,LARP7
INTS4L1;INTS4P1,STK38L
VSTM4,
KIAA2013,
SLAIN2,TDRD3
PKD2L2,SESN2
AP001476.2,
CFAP57;WDR65,
TBC1D5,NQO1
ZFHX4,AC107081.5
MPHOSPH9,MMP1
RP5-1027O15.1,SSSCA1-AS1
CHRNB1,ARX
MRTO4,SRGAP3
CTB-133G6.2,CDH13
SMAD9,MGLL
NT5DC2,CYP7B1
MYOF,CD93
RP11-166B2.1,PPP2R5A
MYO3B,
RP11-461L18.1,
NSF,CEP78
SPAG1,MIMT1
RP11-497H16.6,GTF2H2C
GTF2H2,GTF2H2C
GTF2H2B,GTF2H2C
RP11-497H16.2,GTF2H2C
EIF3L,CCDC147-AS1;CFAP58-AS1
RP11-405K6.1,LINC00677
RP11-862G15.2,AC005042.2
RAB25,NOP2
CYP4F3,RP11-359K18.4
WT1-AS,NHLRC1
MORN3,WIPF1
MRPS21,STK33
TNXA,ITPR2
NACAD,CALM2
PRSS35,ATP5D
MFSD1,PDHX
RP11-497G19.1,NEURL1-AS1;RP11-225H22.5
CDC16,TDRD3
DTYMK,RP11-45L9.1
RABEP1,NSMCE2
GRN,ACSS2
RP11-656D10.3,RP11-334E6.10
CTD-2118P12.1,CNTN3
FN3KRP,ISCA1P4
LIMS3L,C1GALT1P1;RP11-1143G9.2
SLC6A1,RP11-47K11.2;WDR82P2
AKR1B1,CDC123
POTEF,
IFIT5,HNRNPD
AC114783.1,STOML2
CTB-31N19.2,RBM22P2
PACSIN1,HNRNPA1P15
CDK5RAP3,
AC006946.15,RP11-676J12.4
RPSA,RPSAP19
AGAP8,AGAP4
FAM21A,
RPL13,RPL13P12
RPS2,RPS2P5
PARGP1,AGAP4
RPS28,AC018738.2
EIF3F,EIF3FP3
AC093616.4,
CTD-2303H24.2,USP32P1
RP11-274B21.1,CICP13
AC018638.1,CICP13
RP11-274B21.3,CICP13
RP11-274B21.2,CICP13
RPS2,RPS2P46
RALGAPA1,RALGAPA1P
RP11-274B21.4,CICP13
PRELID1,AC016734.2
LGALS9C,USP32P1
CR848007.2,
RPS28,RPS28P7
RPSA,RPSAP15
RP11-798G7.5,
KANSL1,
SEC22B,RP6-42F4.1
RP11-274B21.1,CICP5
ANKRD20A7P,
AC018638.1,CICP5
RP11-274B21.2,CICP5
GLDC,GLDCP1
RP11-472F14.4,GLDCP1
RP11-390F4.6,GLDCP1
RNF2P1,GLDCP1
RP11-995C19.2,
EIF3F,
RP11-457M11.2,ZNF322P1
RP11-423H2.1,THOC3
ADGRF5P2;BX649563.4,
AC107982.4,USP32P1
RP11-274B21.4,CICP5
RP11-958N24.2,PKD1P5
AC005363.9,RP11-364L4.1
RP11-106A1.3;RPS3AP54,GLDCP1
RP11-390F4.2,GLDCP1
CHRFAM7A,CHRNA7
RP11-382B18.3,CHRNA7
RPS18,
PRR13,CTC-471F3.4;PRR13P5
AC018638.1,CICP26
RP11-274B21.4,CICP26
RP11-274B21.3,CICP26
RP11-274B21.2,CICP26
AGAP7,CTGLF11P
LDHA,LDHAP4
RP11-274B21.3,RP11-261C10.7
RP11-274B21.2,RP11-261C10.7
RP11-958N24.2,
AC018638.1,RP11-261C10.7
RP11-274B21.1,CICP26
CCDC144B,USP32P1
RP11-423H2.3,THOC3
RP11-274B21.1,RP11-261C10.7
MZT2A,AC018804.6
PYROXD1,RP11-819M15.1
AGAP9,RP11-144G6.12
PDCL3P4,
RP11-958N24.2,NPIPA8
HMGB1,HMGB1P5
PLGLB1,PLGLA
RPL12,RPL12P16
RP11-274B21.4,RP11-261C10.7
